omega,forcing_frequency,amplitude,output,forcing_direction,order_class,n_components_tested,n_significant_components,min_p_value,min_p_value_adjusted,min_p_value_family_adjusted,best_response_group,best_harmonic,best_component,best_sample_mean,best_ci_low,best_ci_high,any_significant,significance_alpha
32.95911120851088,5.245605468749999,0.005,0,2,higher_even,6,0,0.4015560437971212,1.0,1.0,even,4,cos,0.00018758806492603057,-0.00025627353896594626,0.0006314496688180073,False,0.05
32.95911120851088,5.245605468749999,0.01,0,2,higher_even,6,0,0.5545886777500739,1.0,1.0,even,4,cos,0.00013737038799585132,-0.00032471334783133174,0.0005994541238230344,False,0.05
32.95911120851088,5.245605468749999,0.02,0,2,higher_even,6,0,0.1764347507174292,1.0,1.0,even,4,cos,0.0003295715140658203,-0.00015215546938095962,0.0008112984975126002,False,0.05
32.95911120851088,5.245605468749999,0.04,0,2,higher_even,6,0,0.36132851346989725,1.0,1.0,even,4,cos,0.00021228922109239006,-0.00024906441344657246,0.0006736428556313526,False,0.05
32.95911120851088,5.245605468749999,0.08,0,2,higher_even,6,0,0.07082443745038482,0.42494662470230893,1.0,even,4,cos,0.0003692679879930909,-3.2281362079037595e-05,0.0007708173380652193,False,0.05
41.23033561679026,6.56201171875,0.005,0,2,higher_even,6,0,0.5011711758506383,1.0,1.0,even,4,cos,0.00015811297141110612,-0.00030891226714897,0.0006251382099711822,False,0.05
41.23033561679026,6.56201171875,0.01,0,2,higher_even,6,0,0.9637120033829518,1.0,1.0,even,4,cos,9.170452513928643e-06,-0.00039202926936301124,0.0004103701743908685,False,0.05
41.23033561679026,6.56201171875,0.02,0,2,higher_even,6,0,0.8218553208203166,1.0,1.0,even,4,cos,4.810511616150154e-05,-0.0003770618661697419,0.00047327209849274494,False,0.05
41.23033561679026,6.56201171875,0.04,0,2,higher_even,6,0,0.9139392851580846,1.0,1.0,even,4,cos,-2.4614478958737612e-05,-0.00047793664585019124,0.00042870768793271596,False,0.05
41.23033561679026,6.56201171875,0.08,0,2,higher_even,6,0,0.9803355033733707,1.0,1.0,even,4,cos,4.915125979206643e-06,-0.00039199578265315026,0.00040182603461156355,False,0.05
49.53530760240312,7.8837890625,0.005,0,2,higher_even,6,0,0.31231159991007196,1.0,1.0,even,4,cos,0.00021560647790540505,-0.00020740128254907378,0.0006386142383598839,False,0.05
49.53530760240312,7.8837890625,0.01,0,2,higher_even,6,0,0.5064378189450227,1.0,1.0,even,4,cos,0.00013766661557635253,-0.00027403495910944707,0.0005493681902621521,False,0.05
49.53530760240312,7.8837890625,0.02,0,2,higher_even,6,0,0.340189209576768,1.0,1.0,even,4,cos,0.00021574098936985077,-0.0002328446102763961,0.0006643265890160976,False,0.05
49.53530760240312,7.8837890625,0.04,0,2,higher_even,6,0,0.6654539832924602,1.0,1.0,even,4,cos,9.013081982795655e-05,-0.00032445448115889225,0.0005047161208148053,False,0.05
49.53530760240312,7.8837890625,0.08,0,2,higher_even,6,0,0.13502987283786666,0.8101792370272,1.0,even,4,cos,0.00030315455811558297,-9.69845932514975e-05,0.0007032937094826634,False,0.05
57.8280077417129,9.20361328125,0.005,0,2,higher_even,6,0,0.1351117113917271,0.8106702683503626,1.0,even,4,cos,0.00029798429158971385,-9.541447867909988e-05,0.0006913830618585276,False,0.05
57.8280077417129,9.20361328125,0.01,0,2,higher_even,6,0,0.23255409118816975,1.0,1.0,even,4,cos,0.00027602861279716224,-0.0001815752422707169,0.0007336324678650413,False,0.05
57.8280077417129,9.20361328125,0.02,0,2,higher_even,6,0,0.09105235553922486,0.5463141332353492,1.0,even,4,cos,0.00031824183047001364,-5.233370545956029e-05,0.0006888173663995875,False,0.05
57.8280077417129,9.20361328125,0.04,0,2,higher_even,6,0,0.2663480126844751,1.0,1.0,even,4,cos,0.00022919061094058937,-0.00017920592026146536,0.0006375871421426441,False,0.05
57.8280077417129,9.20361328125,0.08,0,2,higher_even,6,0,0.6180839916589063,1.0,1.0,even,4,cos,9.04801832500403e-05,-0.00027038433671123786,0.00045134470321131845,False,0.05
66.1176399194469,10.52294921875,0.005,0,2,higher_even,6,0,0.7961999501496063,1.0,1.0,even,4,cos,-5.4839535423986216e-05,-0.0004773654373197344,0.00036768636647176194,False,0.05
66.1176399194469,10.52294921875,0.01,0,2,higher_even,6,0,0.8079946896400468,1.0,1.0,even,4,cos,5.196115296239465e-05,-0.0003735309707026498,0.0004774532766274391,False,0.05
66.1176399194469,10.52294921875,0.02,0,2,higher_even,6,0,0.3197508128528122,1.0,1.0,even,4,cos,0.0002026433565575623,-0.00020114043034128462,0.0006064271434564092,False,0.05
66.1176399194469,10.52294921875,0.04,0,2,higher_even,6,0,0.8966161537225754,1.0,1.0,even,4,cos,2.879787482713663e-05,-0.0004123091768948321,0.00046990492654910534,False,0.05
66.1176399194469,10.52294921875,0.08,0,2,higher_even,6,0,0.5578227454936175,1.0,1.0,even,4,cos,0.00012684103449020874,-0.0003033427047438995,0.000557024773724317,False,0.05
8.295768100885548,1.3203125,0.005,0,2,higher_odd,6,0,0.08632845239561594,0.5179707143736957,1.0,odd,3,cos,0.004246521610156888,-0.0006239312570579993,0.009116974477371776,False,0.05
8.295768100885548,1.3203125,0.01,0,2,higher_odd,6,0,0.006944456980223467,0.041666741881340806,1.0,odd,3,cos,-0.006313076541889869,-0.010833098330604272,-0.0017930547531754652,False,0.05
8.295768100885548,1.3203125,0.02,0,2,higher_odd,6,0,0.6197166023144118,1.0,1.0,odd,3,cos,0.001377112581877235,-0.004140941628862279,0.0068951667926167495,False,0.05
